172,0
42,0
45,0
19,0
24,0
47,0
517,2
1012,3
621,2
157,0
65,0
58,0
37,0
969,3
111,0
31,0
4,0
56,0
25,0
884,3
48,0
1050,3
3,0
38,0
23,0
24,0
150,0
3878,1
200,0
44,0
1779,4
27,0
390,2
52,0
35,0
31,0
24,0
59,0
16,0
41,0
36,0
35,0
25,0
46,0
52,0
44,0
201,0
43,0
44,0
21,0
26,0
50,0
10,0
2870,1
44,0
8,0
50,0
28,0
39,0
45,0
32,0
1213,3
174,0
43,0
48,0
19,0
27,0
49,0
159,0
31,0
86,0
79,0
67,0
68,0
23,0
60,0
64,0
53,0
68,0
28,0
51,0
67,0
45,0
78,0
27,0
53,0
67,0
69,0
117,0
52,0
60,0
47,0
989,3
774,3
166,0
103,0
35,0
18,0
33,0
25,0
30,0
47,0
21,0
34,0
33,0
35,0
40,0
18,0
34,0
31,0
33,0
35,0
17,0
32,0
30,0
32,0
35,0
18,0
30,0
26,0
28,0
39,0
20,0
30,0
26,0
29,0
39,0
21,0
35,0
31,0
36,0
44,0
22,0
36,0
35,0
40,0
35,0
18,0
31,0
27,0
30,0
21,0
27,0
31,0
101,0
34,0
17,0
18,0
43,0
20,0
32,0
34,0
104,0
40,0
26,0
59,0
15,0
25,0
28,0
82,0
35,0
20,0
45,0
16,0
31,0
39,0
38,0
18,0
43,0
17,0
29,0
34,0
40,0
22,0
50,0
18,0
37,0
42,0
43,0
23,0
50,0
22,0
47,0
49,0
51,0
27,0
65,0
50,0
52,0
40,0
131,0
52,0
38,0
70,0
202,0
2663,1
28,0
37,0
24,0
31,0
52,0
125,0
17,0
45,0
48,0
23,0
29,0
51,0
50,0
354,2
24,0
73,0
17,0
23,0
44,0
23,0
190,0
477,2
62,0
47,0
12,0
40,0
102,0
312,2
447,2
47,0
35,0
38,0
45,0
10,0
13,0
38,0
35,0
51,0
14,0
38,0
37,0
19,0
47,0
53,0
22,0
32,0
59,0
3,0
21,0
271,2
8,0
33,0
67,0
24,0
44,0
46,0
1585,4
194,0
6,0
10,0
51,0
32,0
50,0
48,0
31,0
25,0
40,0
61,0
28,0
50,0
26,0
30,0
604,2
674,2
387,2
54,0
13,0
18,0
47,0
13,0
86,0
16,0
79,0
172,0
5,0
13,0
11,0
31,0
13,0
